ibgeID,centroid_long,centroid_lat
1200344,-69.85387812754347,-9.381164518824017
1711902,-50.16045119411079,-11.036068757983836
1303957,-58.70260671510322,-1.9460507947457744
2908101,-45.21995807583167,-14.496937727317839
1506583,-50.31440508964401,-8.633769593136988
2917359,-45.44212873895965,-14.033048530222182
1304260,-65.41084369981333,-3.1657200167332453
1100338,-64.62923801667948,-10.38214621532478
1717503,-49.872656989910894,-10.210279063375424
5214606,-48.401658240566725,-14.49858542153224
1712702,-46.50123165135333,-10.576147583392203
5106224,-56.10469007223608,-13.629858772162109
2907202,-41.336522098369876,-9.24023753926415
5106158,-58.07791303057156,-9.766656222755884
5102637,-57.929498303560344,-13.687904420418667
1600154,-52.51920574978523,1.1574279883277252
1501808,-50.62809175110119,-1.1210967160821286
5107925,-55.67739145834152,-12.741794470939501
5103379,-58.676595769804266,-9.537164592920922
1300839,-61.87775351849185,-3.0819160613801344
5101803,-52.49760020060965,-15.361660291474834
5213103,-52.76468270347614,-17.613900222212976
1600105,-50.58136181091476,1.765440603159892
5104609,-54.602821930043746,-17.333487002068726
5100250,-56.366689273611996,-10.055491321763869
1504703,-49.074070365631684,-2.6839305957506903
5204409,-51.81460470186806,-17.00712872374268
1200401,-68.37092282835232,-10.066045731566932
4300406,-55.83556639304271,-29.764115500059866
2104800,-46.014768213325354,-5.840038800239744
1301902,-58.777313631011495,-3.174575956380366
5106752,-59.458609025332294,-15.517245127997901
1200203,-72.75490600506332,-7.9719506305304915
1300607,-70.27912507810498,-5.430631718550634
3170404,-46.81969439102076,-16.375860176977163
5218805,-51.03849650960804,-17.73944533609112
5002704,-54.2496887474576,-20.913155107205544
1100130,-62.01039010846097,-9.204069890381945
5107941,-56.49659144615715,-11.213258565381246
5007406,-55.04263975065056,-18.814195779272517
3147006,-46.88419596394638,-17.173171797535787
2106706,-44.95121594425393,-6.4540369951313545
1503101,-51.55509420241939,-1.1517388111859295
2211209,-44.56962689555392,-7.791801899645366
5103502,-56.79794245481435,-14.095545175203215
2103174,-46.53443541053018,-3.0740709671480713
1500305,-50.727564132927704,-0.26388935934647717
1503903,-56.22130593467838,-2.6229856915566048
5000203,-52.92685076656442,-19.96154121319286
1200351,-72.55928084066714,-9.095973526510338
1504455,-53.194960113288325,-3.160189057127171
1506187,-48.45995727120558,-4.5169456984705
1400159,-60.10023063162064,2.787071160416341
1400704,-60.28083583235298,4.684028683178251
1400456,-60.83947087917411,4.168673183789045
4317103,-55.561718652040014,-30.738796784667283
1503705,-49.86968317952927,-5.114892969563365
2201150,-45.161004812985276,-8.505777938637033
5107701,-55.94192495145923,-14.77263568564636
5100201,-52.500700372119496,-13.978145012023413
1600055,-52.268179310022134,1.6517953245017742
2903201,-45.51995826552157,-12.009948627148747
1400175,-60.54224030382357,2.2728069174296106
1301654,-72.84465756200387,-7.229774018021104
1300300,-59.52744028194782,-3.7888183677978997
1100320,-62.98324064446763,-11.614872061983387
5107354,-52.61758355169128,-10.696037681062688
1301506,-70.05510787299826,-7.573298709668957
3109402,-45.1918229252219,-17.286041907291505
5108600,-51.40486417590383,-9.980414876389023
5211909,-51.731966756603015,-17.90978710453082
5214838,-50.56180823081575,-14.133909436069295
2100600,-46.58189445430435,-5.2784382753910615
2906006,-40.72001867155078,-10.253799554178531
1302504,-60.95847868549454,-3.291392258521272
1100015,-62.2746765751859,-12.470167350804063
1505650,-54.50066659850284,-3.8898619338141245
5107008,-54.18462171371563,-15.852241955556801
1500347,-50.43020949120239,-6.7729411502993475
5205307,-47.6961262144807,-13.635031066098293
1503093,-49.00571405076103,-4.027200526025708
1506195,-55.21079513252963,-4.24103587976722
1100122,-61.75730422232005,-10.462246503083154
5106802,-56.74766204856905,-11.734175173409136
5102686,-59.19138330907858,-13.579519684538319
1400407,-60.06502101562298,3.8790862214262867
1100809,-63.32562202992773,-8.887089861537131
1505536,-50.48984093068858,-6.151633902682124
1500701,-49.96121530551834,-0.8269656564338106
3135209,-44.84954702582018,-15.319946717521875
1504505,-51.1039485520558,-1.6076160175052612
5003306,-54.67481695701202,-18.280575491252183
5103007,-55.54636700888535,-15.12334356319923
1600709,-50.99267193928102,1.2976040160548434
5101001,-51.804667753157545,-15.126878330802587
2102002,-46.41815460154627,-3.900262011483176
1717909,-47.327915284968284,-10.751876921880614
5002605,-53.86930253297869,-19.34142257538211
2918407,-40.273100842895836,-9.544500241380593
5007554,-52.774333958628745,-21.319232127251556
5107776,-50.79267362111057,-10.333350599653228
4322400,-56.729508048534726,-29.84065790381428
1200393,-72.7334750193014,-8.491729014022427
1600303,-50.70163572867914,0.5546104493108373
2102804,-47.20275378699447,-7.373267474355678
1709005,-47.48115204047584,-8.093823227547146
1304237,-67.82611742373503,-2.6918316239380933
1718758,-47.496235960140865,-9.647831768199705
5206206,-47.51797558441866,-16.698689611098434
2109502,-46.65236842886508,-7.597880826728133
1100189,-60.830397139691655,-11.894482239403125
1501725,-52.68543497565729,-3.2921842285911276
5220207,-50.24913147941795,-13.14567711042054
4317301,-53.007211579483496,-33.163461482055354
1200435,-70.39558334192513,-9.410324867299577
5002308,-52.434121152424204,-21.07583020509789
1101468,-61.54536562822001,-13.173800593308805
2909901,-39.64737644808651,-9.219322575210759
5102603,-53.12885839552388,-14.374109006718625
2928406,-44.55583502790149,-11.007975749419472
5004403,-52.021672504019534,-19.656977178905233
1301100,-60.18344830621178,-3.7707671987385556
2926202,-45.217788447637595,-11.623048857976636
5106216,-56.04159365043796,-10.70017853966425
1300102,-62.09540115935615,-4.198710816480196
4306601,-54.66485202240898,-31.05722809171585
5106828,-58.98233953640182,-15.957998600395914
5208004,-47.24756128309126,-15.307756732834434
5300108,-47.79737284676813,-15.780715771297219
1303403,-56.854005889593054,-2.688464349338875
1300029,-65.32433964724642,-3.6946265607251156
1702406,-47.047784608411604,-12.818568336113241
5103353,-51.698074395100626,-10.403228159575201
1502707,-49.51271220168512,-8.182450382175002
5106265,-55.40346839640637,-9.751042862178558
2921708,-41.16706228507634,-11.464819401034777
2100055,-47.33237704042554,-4.7859668896437135
5005608,-56.59797694339181,-20.120323673801273
1303569,-59.638341162359026,-2.5298484119433935
5220504,-52.212009016500986,-18.224607729678787
1712405,-46.93890212528338,-9.525379404220221
4318309,-54.363658927335905,-30.305756617328804
5100300,-53.468420039765185,-17.443484317212853
1300508,-57.17254421313732,-3.1290823540097903
5006606,-55.58159271809637,-22.202874308945816
5107743,-52.543666510332606,-10.065338864567408
5106257,-52.40810875483578,-14.599034885063096
5006309,-51.39571778036079,-19.52769863529778
1400100,-60.717953404654146,3.1178762273478244
5005400,-55.396557765297636,-21.551979024119618
5107040,-54.220481140034614,-15.097490715304692
5007901,-54.94247457813696,-21.09355875733417
5101704,-57.43025418936145,-15.090985943597158
1303106,-58.600291558011484,-3.9890218808321842
2201903,-44.5402352520191,-9.245822931039127
1200336,-73.4390302515227,-7.504481356434481
3104502,-45.988545319751545,-15.750738453105267
1200708,-68.50492421397433,-10.575378152716311
1200328,-71.90610952825017,-9.242611602619386
3109303,-46.60432945646133,-15.45321238438137
1716604,-48.555226896766456,-11.996710710238887
2209203,-45.675357892167675,-8.990783582763436
5108956,-57.25019579980597,-9.96556131207806
5006275,-53.13060446262577,-19.227244079854884
5105606,-54.355001102482895,-10.015331543118748
1702000,-49.69644227927315,-12.841147747275107
2933604,-42.78122251084261,-10.998069262727748
1502939,-47.89808232485984,-4.18656737446737
5002209,-56.460262991207955,-21.007826513520182
5104203,-53.58938000263356,-16.383711762351048
5002100,-56.5367635196103,-21.936744421471662
1100924,-60.89840918717194,-12.53731097793666
2210409,-41.43873948935585,-5.73162245046096
1503457,-47.92148284542204,-2.805809402453052
2103000,-43.29952858039629,-4.866650805191974
2101608,-45.183288511687394,-5.504253798306008
5106281,-53.24089702059333,-15.078903542593201
1101005,-63.184002683958305,-10.74816408749747
1508001,-48.267593863296426,-2.636051203336402
5003900,-53.8627182239785,-18.744391657403597
5106109,-56.518979391647356,-15.843898735263064
5006200,-53.42222103191344,-21.926455956331964
3152808,-48.954232184972774,-19.329883109682964
2104081,-45.30613930524866,-6.173777576752694
1508126,-47.49362047503746,-3.8098149299368274
1100080,-64.05882018138546,-12.147235644800997
1200054,-70.0058300136044,-10.779073337591942
4316402,-55.11028489734092,-30.32560546875972
1504752,-54.57491248853926,-3.0702799623544794
1600238,-51.417348679725286,0.9571226187870405
5102678,-54.96111730845758,-15.348162488778264
5218003,-49.231105269034735,-13.292786136742127
1600550,-51.2785518573132,1.6258157275567446
1508308,-46.4557738387085,-1.531992675191199
5106182,-59.770590525789636,-14.303277042692041
5107768,-55.29451616672824,-13.832817673766097
5106299,-56.681921854715014,-9.59330359997856
5206404,-50.06524702130717,-14.63964114263595
5104104,-54.61774624989825,-9.776031049598473
3170107,-47.97715033378301,-19.580864175999192
2110005,-45.9282843444987,-4.270394705308803
4301602,-54.0168060277213,-31.236730566958926
1300060,-68.28655121926224,-3.4184408863875038
2926004,-42.25429989887377,-9.598474276743776
2918100,-38.552570670575555,-9.939007421029016
5108303,-54.31589462491006,-11.526938590518819
5107305,-56.80733724983327,-13.55123111294695
5000252,-53.74928920467479,-18.209213641450642
5108006,-56.5312788862478,-12.569122100742382
2611101,-40.57234386723877,-9.019802425043759
5104559,-55.59068060512163,-11.110745603125094
1100098,-60.78474388898246,-11.351052989677127
2208106,-41.16644850288978,-6.344729626647912
5210109,-48.05475030361417,-17.505752268993465
5000609,-54.96774733273782,-23.157778722652704
2915353,-42.23397091754867,-10.781461349651323
1718204,-48.49665494899534,-10.544315760213244
5106315,-50.88806866151995,-12.314927758426336
1100023,-62.95714897439571,-9.951892891610369
1507953,-48.73669618542518,-2.907860521081281
2112001,-45.88566978072097,-8.331974877666692
1600535,-51.66997791745137,0.585484794211409
1501451,-54.99270738331537,-3.1912240631038022
5003702,-54.8380393913417,-22.145160479102902
1501105,-50.18176305419217,-2.3731978282162913
5003256,-53.202979784056645,-18.519291423710815
2103307,-43.885857333193506,-4.607145350461828
2909406,-44.328024074082435,-11.711081750177973
2202307,-43.33758850291299,-8.342561523060478
5101852,-51.73993755158695,-12.216582015897297
5108105,-53.45606891713912,-15.907989975107107
3170206,-48.331753232124896,-19.0277608622647
1500206,-48.411547883885554,-2.0353981088730086
2919553,-45.989756806523474,-12.193644994954496
5107602,-54.66842945058066,-16.520140055091485
3301009,-41.40395432182171,-21.747298836526237
5105309,-50.94296305832173,-11.014031182622812
5006002,-54.21554910307153,-21.491616239283893
4303004,-52.98638122063105,-30.2062854673226
5106372,-54.25643779048809,-16.799870764950388
5007208,-54.55739357592267,-21.69613265325206
1400506,-59.84500210658106,0.6358153173648471
2312205,-40.042450568915605,-4.340951889551823
5007935,-54.436354158532716,-17.646265354921763
5212204,-51.329713778086635,-15.582964722573038
1302009,-58.61997224350598,-2.4985769489192293
2903904,-43.29334343948264,-13.277099799739808
5005806,-55.89982198941862,-21.101128730287225
5106174,-51.88947566836991,-14.155840018078399
1506161,-49.89518172610075,-7.340675506774297
4314605,-53.10326414210961,-31.439018814709762
1101104,-63.044995564709595,-9.170196467604223
5212501,-47.992215386537524,-16.481732520695434
2904753,-43.667583809756934,-10.588118591016368
4318002,-55.79652419839411,-28.746701402421042
4304507,-52.66964434275989,-31.21751502123425
1700400,-47.21035875107037,-11.430009182975855
3121605,-43.61076340784824,-17.993776152161935
5007695,-54.48382148967529,-19.169165840823464
1100379,-61.880815821759064,-12.59367717977586
3127800,-42.99394935995352,-16.4638809375713
5106778,-51.714281981793306,-10.824671972120502
3108255,-44.89747775569134,-14.994400961673655
2313302,-40.259563137911314,-5.937129284621481
1702109,-48.58789767684962,-7.3316688200707185
5105903,-55.811216741283445,-14.379794545312794
5107909,-55.500083859244064,-11.711751607405326
2208908,-45.34484453519063,-7.973551011729164
5205109,-47.66516505819336,-17.931501290725002
5218508,-50.52918426974714,-18.43727352878391
1200104,-69.20758741043413,-10.746752367408577
1302553,-60.69705716679747,-3.7787184656148147
5102850,-58.60757492841511,-10.954360948125167
1501782,-49.371148835948155,-3.7336163791673265
5216403,-50.63783427858551,-17.047083731954796
2922250,-43.49865455355177,-12.211759361187895
5107248,-54.90298322092374,-11.935415921381283
5103908,-53.39313398619998,-15.558649335061
5103056,-55.0486835574236,-11.447550402512265
2203453,-41.922558407928804,-8.918007352674511
1100940,-62.56535421276224,-9.17105428480772
5100409,-53.58299938395999,-16.87895428300244
4310603,-56.175792270040986,-29.213733846727827
4306908,-52.672250712597084,-30.630045940404763
3111101,-49.80997229306867,-19.47915742242888
1100049,-61.32475356725352,-11.301231466907433
1506138,-50.198141808510115,-8.069310251467044
5002902,-52.180216606990605,-19.094555171426517
1505205,-49.902305942914964,-2.2789616532067223
1101500,-63.23071098374915,-11.80720903412314
2933307,-40.90213845660376,-14.974756112219913
5006408,-54.33662645214451,-17.908182998324524
5207907,-46.90466763183869,-14.651819032915618
3126208,-46.158530188268756,-15.129697844159947
1707207,-49.06662831087289,-9.271319374627923
1508407,-49.63523860471911,-6.917903531479733
2911303,-42.59809503193032,-11.405109620678017
1504901,-49.30927304246451,-1.3556643698315747
1501204,-49.69902719993401,-3.1297208451566805
5105259,-56.16530311594075,-13.037637109063564
1304005,-58.53620392350723,-2.8221322797839603
4318200,-50.55965294438943,-29.19972057866346
5107792,-53.67097901933561,-14.819162194013773
3143302,-43.92947954644599,-16.61901177886017
2104099,-46.186269819166895,-6.514033795009275
3203205,-40.028617181865506,-19.38208374607876
3153400,-46.3362278539427,-18.23918872095806
2605707,-38.305871946373195,-8.566594906388135
1713601,-48.017235176752266,-10.748403181474416
3135803,-41.08298677924954,-16.388857182665586
5000807,-52.80821361357815,-22.111599881804995
4315305,-56.15227749514991,-30.279764562351943
2106102,-45.21965203725274,-7.220636936612461
5211305,-51.33107057687155,-18.84377538444472
1502806,-49.98813491044169,-1.5835311503340856
1718840,-49.87618643950219,-12.402084493480963
2105427,-47.26047351420637,-4.271192139879732
2111607,-45.69094017375083,-7.0137345531353805
2204402,-45.40763561924236,-9.621943983547016
5104526,-56.05597682399064,-12.013389055720952
4302808,-53.477970302516,-30.593479788815813
1507904,-48.637135860841845,-0.4927919216410592
5102694,-51.82286699785979,-11.200324594163025
4109401,-51.49004935998397,-25.371827685170622
1100700,-63.799722503607924,-10.48492363881066
1707306,-49.39077785199895,-11.428518579974261
3119302,-47.13683204138749,-18.41306702499929
2207603,-44.56842415301603,-10.315710418802329
3120904,-44.44790607348388,-18.819972407550996
1503044,-49.57606477431403,-7.548356326184197
5007802,-51.75780095056521,-20.282839497471674
5005707,-54.02552328836825,-23.022207306749184
3161106,-44.861238664627685,-15.896484475491134
2203909,-43.079417379499574,-7.005666879521494
5220009,-47.42288247943869,-14.485660305834067
5002951,-52.69816836299697,-18.994227648818406
5103403,-55.954515356899854,-15.452605491431648
2902500,-44.44019845629842,-12.657113318412048
3168606,-41.383641907719976,-17.71459781635028
2923209,-42.734839329361115,-12.283348295626919
5219803,-46.486892270424335,-13.536949034623863
2112308,-44.73062617539321,-5.610407852742545
3107307,-43.68742324467693,-17.2872237896017
3116159,-45.45857771061487,-15.469369896389223
5106208,-55.048680847933,-14.787196587884429
1505700,-49.07715143611462,-1.1176615914021766
5207253,-52.493425809110946,-16.804843711721468
3138104,-44.695540890482235,-17.88078962510363
3148004,-46.50776780358552,-18.596992615753635
3113701,-40.84204380483025,-17.67422850208671
4300001,-52.97308420767089,-32.75321509472374
1505635,-49.01197057867734,-6.540975565419789
1718899,-49.29564277069336,-10.971027247885022
1100452,-63.941190865963975,-10.052059779174847
1714203,-47.64893053399529,-11.798509175563355
5001508,-54.285117956939025,-19.80513840869376
2311405,-39.33025942304197,-5.243827577505086
1707009,-46.80901973027901,-11.70034434320622
2926400,-43.04970128474412,-13.633193269201842
1304062,-69.67812633150405,-4.028553408191963
1703842,-46.80441557368687,-8.203486116741919
3156908,-47.266421234334224,-19.904504545105294
2906824,-38.99335956328184,-10.06541700411255
2107803,-43.46320440177343,-5.637807323192262
2103208,-43.45395300950716,-3.8487474010491916
5215603,-48.30542738339721,-15.361172304494538
4127502,-50.468671088045426,-24.65571886051587
2921500,-39.47282757727531,-10.37122608295247
3155603,-42.55130889439933,-15.708943423113306
2305605,-40.341817564328345,-5.474591319873788
5208905,-50.24311208655202,-15.846984247615563
2302800,-39.41843688210414,-4.3986698451746555
5004304,-54.53834912906408,-23.434213866740144
5213509,-46.92371580822889,-13.294605320045966
2203230,-44.67323805669298,-8.822554038286972
4315602,-52.404610111454716,-32.22018294450345
2920452,-44.10841985783279,-11.127972302057868
1507458,-48.748183298332854,-6.18921788017642
2210631,-44.09280369047788,-7.745027577787249
1101757,-61.939201943894545,-9.732455005402732
1502152,-50.08590531315164,-6.424035019078397
3159803,-50.2755600684944,-18.989630201346742
5002803,-57.089486514825055,-21.940777886144076
2204550,-43.67090685503241,-9.063363109602786
5202502,-50.93719416236902,-14.80543117324708
5103205,-55.46865126755204,-10.630302242957356
5000708,-55.76129594496439,-20.707308004020536
1100072,-61.09166350743538,-12.92665570055465
2111805,-46.5956141927564,-6.227990995246996
2914000,-39.786864788050444,-12.20280401769861
1200427,-73.22330227061008,-7.843724657305338
1502004,-48.877349041391426,-0.8693257946845188
5004908,-54.34782633554323,-20.227343363571823
2202901,-45.13973474131844,-10.391584367730802
1508357,-51.973949041384,-3.13527736060991
1100346,-62.545053009693106,-11.311414147853153
1710508,-47.66900868776554,-8.571261794280275
1502103,-49.51355654218572,-2.2529874108471626
2932002,-39.46002920659236,-9.903803794928892
1200138,-68.17368723139704,-9.614079565834947
5201504,-52.045376733108476,-18.76809274645912
2918001,-40.14611863198021,-13.877576545819341
2907707,-39.189100799897176,-9.271685822017362
3157609,-45.55709496851156,-16.701488855633674
2612604,-39.914324340843066,-8.629758491542022
3148103,-47.051213992732826,-18.97047105559372
5108501,-55.34581475491035,-12.421756390301686
5008008,-55.024841473553174,-20.44686261730487
2101707,-42.91144335295291,-2.841269770657631
4311502,-54.153608156171025,-30.7720680880498
5213707,-51.57918444089971,-15.91448065479321
2613909,-38.369731408235644,-8.036094295484041
2304103,-40.7197220017098,-5.198863543789123
1100114,-62.58477037739124,-10.59241157297627
2100956,-45.94596186874516,-5.027721233736996
5213806,-49.12927194864735,-17.77477310361189
2933455,-43.90671535687312,-11.808865191414794
1501253,-50.63440555418661,-7.486341615693846
4302303,-50.42334803280729,-28.59828733535933
4209300,-50.340795218589946,-28.020037829669292
1502954,-49.24546833535332,-6.069566475105756
5104542,-56.755025136209376,-12.13961022367992
4301305,-52.91932895415964,-32.18950136401729
5213087,-48.348900530575676,-13.498751174538025
5001003,-51.29061368473812,-20.076086319722876
1304401,-57.770310250520694,-2.81236659405305
1502301,-47.23420157991389,-2.0437998038692706
3103504,-48.222120259814076,-18.577166341928518
4318101,-55.13119314767623,-29.447936959340463
3132503,-42.87708355844558,-17.85654475974896
3129509,-46.595764870225096,-19.5579553496213
3126703,-43.478937141808075,-16.393684637301668
1100056,-61.261021963687405,-13.203528176997283
2302404,-39.80856236657638,-5.088161833799139
5106653,-52.72015834910219,-15.931940304172636
3161700,-45.54593505852228,-18.176766382833488
1501576,-48.76360187293194,-5.0543090561161765
5105176,-58.59155410603075,-10.363074800056816
2905909,-43.174842499096464,-9.551448613665826
3169356,-45.06910545003093,-18.297788636279464
2903805,-40.65412931942589,-12.777888446598809
1701903,-49.504819090729725,-8.939479260714295
1504950,-46.89990610581261,-2.3926552200913433
2931905,-38.79086800421357,-10.990692131245899
5003108,-55.05765940278687,-19.806544202202094
2308708,-38.434742721193274,-5.0369453453191895
4104907,-49.84165355671019,-24.799650085060627
5103361,-59.33153484930131,-14.636141808920318
2927101,-38.68362265064746,-9.218388109224044
4317400,-54.796327843763166,-29.127262773243082
3134202,-49.5441942299162,-18.992645365677575
3142809,-48.886799099376134,-18.84455427859952
2104057,-47.20131010408551,-6.782505314771658
2909109,-44.376230419745,-13.814769216139926
2905206,-42.47665415958266,-13.94794155591075
4302907,-54.802335278517525,-29.920495325426018
2207009,-42.1650520032745,-6.96660330124087
3135050,-43.67498693135149,-15.233246449191405
1715101,-47.383225330058835,-10.155571237433561
3152006,-44.92356300661098,-19.131130053675307
1713205,-48.55132991371209,-9.753960709480616
2923704,-43.0644189442931,-12.690723370295432
2102036,-46.688820772208956,-4.600631744238949
1100403,-63.39419499358704,-9.649466516282551
5002159,-56.69248867395799,-20.553354365852222
5200605,-47.535192666566374,-14.182999874387509
2304707,-41.0016219586536,-3.2318763195513998
1715705,-48.15584421531793,-7.886430482216234
4117305,-50.94698492327565,-24.135086427670192
3119104,-44.617525354300014,-18.335489969201966
2610400,-39.769597691752416,-8.161749400004124
2202026,-41.22190633681496,-5.1451382363257805
2923407,-43.21773812446048,-14.175401116940114
1200807,-67.69843960090003,-9.629527055194293
1721109,-48.14031981459969,-9.60316305680101
1702208,-48.10592654921407,-5.665514942597981
5217609,-47.7515539707241,-15.283796237263646
1301159,-59.59977688740721,-3.2862141225797328
4314506,-53.41342025053619,-31.40531730099123
3108552,-45.902561374519024,-16.9569575550318
5108055,-54.97795223158754,-10.507055391650598
2907103,-43.848507668254534,-14.020882622324303
1101450,-61.41522569388992,-12.262329969586423
5001904,-52.57082665977914,-21.80834469003143
3149804,-47.19592143316662,-19.400119206772317
5209101,-49.659928673827814,-17.993730886601867
5211503,-49.41822221718993,-18.353451905007255
1300680,-57.67013513637578,-3.1380823259551818
5204805,-47.768391911701606,-17.551422423213648
3127107,-49.00039302519405,-20.035724876027828
2112407,-45.4644525727928,-1.7681248277179116
2205102,-43.133741280681534,-7.504966623923951
1720499,-48.170607085713904,-11.8041610802107
4322202,-54.00335427867248,-29.02059043110475
1705607,-47.3034528363746,-12.16931428974145
2102325,-46.342386154322426,-4.493744000430085
4319604,-53.61998004616418,-30.17602356789934
5106455,-54.67235390079525,-14.590738131674476
3164209,-45.40627548540811,-16.38942905841891
1508084,-51.391370533298755,-6.8201674718647896
2921906,-41.47488848069769,-13.065146483935417
2919801,-42.69293758368703,-13.10811866013369
1600808,-52.06128848944826,-0.9964039322391658
2208700,-44.454681701069624,-9.52425155093309
2109700,-45.55626319001638,-7.431831176238672
5003488,-55.36547269055927,-20.614948098702648
