"nome","date","newDeaths","deaths","newCases","totalCases","recovered","totalRecovered","populacao","CENTROID_X","CENTROID_Y","deaths_by_totalCases","totalCases_per_100k_inhabitants","deaths_per_100k_inhabitants","meanCases","tendencia_casos","last14AvgCases","meanDeaths","tendencia_obitos","meanRecovered","nrDiasDobraCasos","nrDiasDobraMortes"
"14ª Bda Inf Mtz","2020-06-26",8,287,959,21944,NaN,NaN,Infinity,-51.09759413615,-27.65545385525,0.013078745898651111,0,0,903,"Aproximadamente o mesmo","",9,"Aproximadamente o mesmo",NaN,0,0
"AD/5","2020-06-26",10,226,244,6103,NaN,NaN,987.1786670410459,-48.940353771,-25.2165291457,0.03703096837620842,6.1822648764210415,0.22893525513209168,265,"Aproximadamente o mesmo","",9,"Aproximadamente o mesmo",NaN,0,0
"6ª Bda Inf Bld","2020-06-26",5,80,76,4364,NaN,NaN,Infinity,-53.664214672499995,-29.6236634728,0.01833180568285976,0,0,50,"Aproximadamente o mesmo","",1,"Aproximadamente o mesmo",NaN,0,0
"AD/3","2020-06-26",4,93,154,4868,NaN,NaN,Infinity,-52.9869266145,-28.061558283300002,0.019104354971240755,0,0,134,"Aproximadamente o mesmo","",2,"Aproximadamente o mesmo",NaN,0,0
"1ª Bda C Mec","2020-06-26",3,37,83,997,NaN,NaN,Infinity,-55.1459490654,-28.37737602875,0.037111334002006016,0,0,48,"Aproximadamente o mesmo","",2,"Aproximadamente o mesmo",NaN,12,0
"2ª Bda C Mec","2020-06-26",0,9,6,144,NaN,NaN,7.701302046994414,-56.216524268499995,-29.86198892635,0.0625,18.69813690221368,1.168633556388355,4,"Aproximadamente o mesmo","",0,"Sem ou poucos casos",NaN,0,12
"15ª Bda Inf Mtz","2020-06-26",12,260,545,10353,NaN,NaN,Infinity,-52.70053074965,-24.55801220175,0.0251134936733314,0,0,463,"Aproximadamente o mesmo","",8,"Aproximadamente o mesmo",NaN,0,0
"8ª Bda Inf Mtz","2020-06-26",28,307,713,13129,NaN,NaN,Infinity,-51.71784407045,-30.653584850999998,0.023383349836240384,0,0,528,"Aproximadamente o mesmo","",11,"Aproximadamente o mesmo",NaN,0,0
"3ª Bda C Mec","2020-06-26",0,14,18,612,NaN,NaN,42.414552775804765,-54.61908440495,-30.997590611249997,0.02287581699346405,14.429009855058835,0.3300753888412152,25,"Aproximadamente o mesmo","",0,"Aproximadamente o mesmo",NaN,0,0
"5ª Bda C Bld","2020-06-27",1,77,109,2705,NaN,NaN,Infinity,-50.363856212,-24.88686601825,0.028465804066543438,0,0,97,"Crescendo 2","52|32|127|106|73|69|85|90|99|92|91|100|101|97",1,"Aproximadamente o mesmo",NaN,0,0
"14ª Bda Inf Mtz","2020-06-27",6,293,811,22758,NaN,NaN,Infinity,-51.09759413615,-27.65545385525,0.012874593549521047,0,0,912,"Crescendo 3","63|540|439|587|539|703|517|573|543|659|802|866|903|912",9,"Crescendo 3",NaN,0,0
"AD/5","2020-06-27",5,231,470,6573,NaN,NaN,992.8629831617571,-48.940353771,-25.2165291457,0.03514376996805112,6.620248827354184,0.23266050191979562,305,"Crescendo 3","118|79|250|93|268|320|188|210|235|239|273|276|265|305",9,"Crescendo 2",NaN,13,0
"6ª Bda Inf Bld","2020-06-27",1,81,49,4413,NaN,NaN,Infinity,-53.664214672499995,-29.6236634728,0.018354860639021073,0,0,54,"Crescendo 3","6|142|130|83|83|40|72|73|58|51|47|45|50|54",1,"Aproximadamente o mesmo",NaN,0,0
"AD/3","2020-06-27",3,96,199,5068,NaN,NaN,Infinity,-52.9869266145,-28.061558283300002,0.018942383583267563,0,0,149,"Crescendo 3","5|186|174|146|163|118|126|131|118|117|120|129|134|149",2,"Aproximadamente o mesmo",NaN,0,0
"1ª Bda C Mec","2020-06-27",0,37,39,1036,NaN,NaN,Infinity,-55.1459490654,-28.37737602875,0.03571428571428571,0,0,49,"Crescendo 3","1|41|41|28|35|39|31|32|32|33|34|42|48|49",2,"Crescendo 3",NaN,12,0
"2ª Bda C Mec","2020-06-27",0,9,4,148,NaN,NaN,8.057090080316998,-56.216524268499995,-29.86198892635,0.060810810810810814,18.36891464842318,1.1170285934851933,5,"Crescendo 3","0|2|3|0|5|10|3|4|3|4|4|5|4|5",0,"Sem ou poucos casos",NaN,0,13
"15ª Bda Inf Mtz","2020-06-27",5,265,584,10939,NaN,NaN,Infinity,-52.70053074965,-24.55801220175,0.024225249108693666,0,0,466,"Crescendo 3","178|47|467|338|495|503|370|392|425|415|463|457|463|466",9,"Aproximadamente o mesmo",NaN,12,0
"8ª Bda Inf Mtz","2020-06-27",10,317,568,13697,NaN,NaN,Infinity,-51.71784407045,-30.653584850999998,0.0231437541067387,0,0,556,"Crescendo 3","24|393|656|385|372|530|391|407|377|399|463|502|528|556",12,"Crescendo 3",NaN,0,0
"3ª Bda C Mec","2020-06-27",0,14,26,638,NaN,NaN,56.042142375710526,-54.61908440495,-30.997590611249997,0.0219435736677116,11.384289981685612,0.24981200586770932,24,"Crescendo 3","2|16|34|30|29|20|24|26|25|25|27|25|25|24",0,"Diminuindo",NaN,13,0
"5ª Bda C Bld","2020-06-28",2,79,66,2773,NaN,NaN,Infinity,-50.363856212,-24.88686601825,0.0284890010818608,0,0,94,"Crescendo 3","32|127|106|73|69|85|90|99|92|91|100|101|97|94",2,"Aproximadamente o mesmo",NaN,0,0
"14ª Bda Inf Mtz","2020-06-28",7,300,541,23299,NaN,NaN,Infinity,-51.09759413615,-27.65545385525,0.012876089102536589,0,0,923,"Crescendo 2","540|439|587|539|703|517|573|543|659|802|866|903|912|923",9,"Crescendo 3",NaN,0,0
"AD/5","2020-06-28",8,239,340,6912,NaN,NaN,1031.5071554307717,-48.940353771,-25.2165291457,0.034577546296296294,6.700874505435159,0.23169979843735575,315,"Crescendo 3","79|250|93|268|320|188|210|235|239|273|276|265|305|315",9,"Crescendo 3",NaN,13,0
"6ª Bda Inf Bld","2020-06-28",1,82,6,4420,NaN,NaN,Infinity,-53.664214672499995,-29.6236634728,0.018552036199095023,0,0,53,"Diminuindo","142|130|83|83|40|72|73|58|51|47|45|50|54|53",2,"Crescendo 3",NaN,0,0
"AD/3","2020-06-28",0,96,42,5109,NaN,NaN,Infinity,-52.9869266145,-28.061558283300002,0.018790369935408103,0,0,150,"Diminuindo","186|174|146|163|118|126|131|118|117|120|129|134|149|150",2,"Crescendo 3",NaN,0,0
"1ª Bda C Mec","2020-06-28",0,37,28,1064,NaN,NaN,Infinity,-55.1459490654,-28.37737602875,0.03477443609022556,0,0,52,"Crescendo 3","41|41|28|35|39|31|32|32|33|34|42|48|49|52",2,"Crescendo 2",NaN,13,0
"2ª Bda C Mec","2020-06-28",0,9,2,150,NaN,NaN,8.020867641620622,-56.216524268499995,-29.86198892635,0.06,18.70121870876458,1.1220731225258747,4,"Crescendo 2","2|3|0|5|10|3|4|3|4|4|5|4|5|4",0,"Sem ou poucos casos",NaN,0,14
"15ª Bda Inf Mtz","2020-06-28",15,280,522,11460,NaN,NaN,Infinity,-52.70053074965,-24.55801220175,0.02443280977312391,0,0,493,"Crescendo 3","47|467|338|495|503|370|392|425|415|463|457|463|466|493",10,"Crescendo 2",NaN,13,0
"8ª Bda Inf Mtz","2020-06-28",4,321,164,13861,NaN,NaN,Infinity,-51.71784407045,-30.653584850999998,0.023158502272563306,0,0,559,"Crescendo 3","393|656|385|372|530|391|407|377|399|463|502|528|556|559",12,"Crescendo 2",NaN,0,0
"3ª Bda C Mec","2020-06-28",0,14,1,639,NaN,NaN,56.222996329861864,-54.61908440495,-30.997590611249997,0.02190923317683881,11.365456160517832,0.24900842918192434,22,"Crescendo 3","16|34|30|29|20|24|26|25|25|27|25|25|24|22",0,"Diminuindo",NaN,14,0
"5ª Bda C Bld","2020-06-29",0,79,30,2803,NaN,NaN,Infinity,-50.363856212,-24.88686601825,0.02818408847663218,0,0,85,"Diminuindo","127|106|73|69|85|90|99|92|91|100|101|97|94|85",1,"Diminuindo",NaN,0,0
"14ª Bda Inf Mtz","2020-06-29",12,312,669,23971,NaN,NaN,Infinity,-51.09759413615,-27.65545385525,0.013015727337199115,0,0,972,"Crescendo 2","439|587|539|703|517|573|543|659|802|866|903|912|923|972",10,"Diminuindo",NaN,0,0
"AD/5","2020-06-29",6,245,386,7299,NaN,NaN,1046.7715469126833,-48.940353771,-25.2165291457,0.03356624195095219,6.972868169303466,0.23405298006293318,334,"Crescendo 3","250|93|268|320|188|210|235|239|273|276|265|305|315|334",9,"Crescendo 2",NaN,13,0
"6ª Bda Inf Bld","2020-06-29",0,82,26,4446,NaN,NaN,Infinity,-53.664214672499995,-29.6236634728,0.018443544759334234,0,0,52,"Diminuindo","130|83|83|40|72|73|58|51|47|45|50|54|53|52",1,"Crescendo 3",NaN,0,0
"AD/3","2020-06-29",6,102,123,5232,NaN,NaN,Infinity,-52.9869266145,-28.061558283300002,0.0194954128440367,0,0,154,"Diminuindo","174|146|163|118|126|131|118|117|120|129|134|149|150|154",3,"Aproximadamente o mesmo",NaN,0,0
"1ª Bda C Mec","2020-06-29",1,38,30,1094,NaN,NaN,Infinity,-55.1459490654,-28.37737602875,0.03473491773308958,0,0,51,"Crescendo 3","41|28|35|39|31|32|32|33|34|42|48|49|52|51",1,"Diminuindo",NaN,14,0
"2ª Bda C Mec","2020-06-29",0,9,4,154,NaN,NaN,8.374749106576447,-56.216524268499995,-29.86198892635,0.05844155844155844,18.388610576890986,1.0746590596884344,5,"Crescendo 2","3|0|5|10|3|4|3|4|4|5|4|5|4|5",0,"Sem ou poucos casos",NaN,0,15
"15ª Bda Inf Mtz","2020-06-29",8,288,162,11622,NaN,NaN,Infinity,-52.70053074965,-24.55801220175,0.0247805885389778,0,0,477,"Aproximadamente o mesmo","467|338|495|503|370|392|425|415|463|457|463|466|493|477",10,"Crescendo 3",NaN,13,0
"8ª Bda Inf Mtz","2020-06-29",16,337,228,14086,NaN,NaN,Infinity,-51.71784407045,-30.653584850999998,0.023924464006815277,0,0,566,"Diminuindo","656|385|372|530|391|407|377|399|463|502|528|556|559|566",12,"Crescendo 2",NaN,0,0
"3ª Bda C Mec","2020-06-29",0,14,8,647,NaN,NaN,45.26616565676194,-54.61908440495,-30.997590611249997,0.021638330757341576,14.29323625301031,0.30928177363546266,21,"Diminuindo","34|30|29|20|24|26|25|25|27|25|25|24|22|21",0,"Diminuindo",NaN,15,0
"5ª Bda C Bld","2020-06-30",5,84,151,2953,NaN,NaN,Infinity,-50.363856212,-24.88686601825,0.028445648493057907,0,0,95,"Diminuindo","106|73|69|85|90|99|92|91|100|101|97|94|85|95",2,"Diminuindo",NaN,16,15
"14ª Bda Inf Mtz","2020-06-30",15,327,1262,25231,NaN,NaN,Infinity,-51.09759413615,-27.65545385525,0.012960247314811145,0,0,974,"Crescendo 2","587|539|703|517|573|543|659|802|866|903|912|923|972|974",11,"Crescendo 3",NaN,0,0
"AD/5","2020-06-30",13,258,521,7820,NaN,NaN,1054.0703351290247,-48.940353771,-25.2165291457,0.0329923273657289,7.4188597661680555,0.24476545008585146,368,"Crescendo 3","93|268|320|188|210|235|239|273|276|265|305|315|334|368",9,"Diminuindo",NaN,13,0
"6ª Bda Inf Bld","2020-06-30",2,84,109,4555,NaN,NaN,Infinity,-53.664214672499995,-29.6236634728,0.01844127332601537,0,0,56,"Diminuindo","83|83|40|72|73|58|51|47|45|50|54|53|52|56",1,"Diminuindo",NaN,0,0
"AD/3","2020-06-30",0,102,173,5406,NaN,NaN,Infinity,-52.9869266145,-28.061558283300002,0.018867924528301886,0,0,155,"Crescendo 3","146|163|118|126|131|118|117|120|129|134|149|150|154|155",2,"Diminuindo",NaN,0,0
"1ª Bda C Mec","2020-06-30",2,40,73,1167,NaN,NaN,Infinity,-55.1459490654,-28.37737602875,0.03427592116538132,0,0,55,"Crescendo 2","28|35|39|31|32|32|33|34|42|48|49|52|51|55",1,"Crescendo 3",NaN,13,16
"2ª Bda C Mec","2020-06-30",0,9,14,168,NaN,NaN,8.761610716266402,-56.216524268499995,-29.86198892635,0.05357142857142857,19.17455653309259,1.027208385701389,6,"Crescendo 3","0|5|10|3|4|3|4|4|5|4|5|4|5|6",0,"Sem ou poucos casos",NaN,0,16
"15ª Bda Inf Mtz","2020-06-30",20,308,882,12505,NaN,NaN,Infinity,-52.70053074965,-24.55801220175,0.02463014794082367,0,0,546,"Crescendo 2","338|495|503|370|392|425|415|463|457|463|466|493|477|546",11,"Crescendo 3",NaN,13,0
"8ª Bda Inf Mtz","2020-06-30",28,365,896,14986,NaN,NaN,Infinity,-51.71784407045,-30.653584850999998,0.024356065661283864,0,0,578,"Crescendo 2","385|372|530|391|407|377|399|463|502|528|556|559|566|578",15,"Crescendo 2",NaN,15,0
"3ª Bda C Mec","2020-06-30",0,14,12,659,NaN,NaN,46.332068080981806,-54.61908440495,-30.997590611249997,0.021244309559939303,14.223409989991437,0.30216652482531126,19,"Diminuindo","30|29|20|24|26|25|25|27|25|25|24|22|21|19",0,"Diminuindo",NaN,15,0
"5ª Bda C Bld","2020-07-01",1,85,105,3060,NaN,NaN,Infinity,-50.363856212,-24.88686601825,0.027777777777777776,0,0,96,"Crescendo 3","73|69|85|90|99|92|91|100|101|97|94|85|95|96",2,"Crescendo 2",NaN,16,16
"14ª Bda Inf Mtz","2020-07-01",5,332,904,26126,NaN,NaN,Infinity,-51.09759413615,-27.65545385525,0.012707647554160607,0,0,876,"Crescendo 2","539|703|517|573|543|659|802|866|903|912|923|972|974|876",9,"Crescendo 3",NaN,17,0
"AD/5","2020-07-01",3,261,610,8430,NaN,NaN,1088.6347498721204,-48.940353771,-25.2165291457,0.03096085409252669,7.743644046812077,0.23974983347781165,408,"Crescendo 2","268|320|188|210|235|239|273|276|265|305|315|334|368|408",7,"Diminuindo",NaN,13,0
"6ª Bda Inf Bld","2020-07-01",1,85,70,4626,NaN,NaN,Infinity,-53.664214672499995,-29.6236634728,0.01837440553393861,0,0,58,"Diminuindo","83|40|72|73|58|51|47|45|50|54|53|52|56|58",1,"Diminuindo",NaN,0,0
"AD/3","2020-07-01",1,103,234,5643,NaN,NaN,Infinity,-52.9869266145,-28.061558283300002,0.018252702463228777,0,0,164,"Aproximadamente o mesmo","163|118|126|131|118|117|120|129|134|149|150|154|155|164",2,"Aproximadamente o mesmo",NaN,0,0
"1ª Bda C Mec","2020-07-01",1,41,56,1223,NaN,NaN,Infinity,-55.1459490654,-28.37737602875,0.033524121013900246,0,0,57,"Crescendo 2","35|39|31|32|32|33|34|42|48|49|52|51|55|57",1,"Aproximadamente o mesmo",NaN,14,17
"2ª Bda C Mec","2020-07-01",0,9,16,184,NaN,NaN,9.939893373384049,-56.216524268499995,-29.86198892635,0.04891304347826087,18.51126496916908,0.9054423082745745,8,"Crescendo 2","5|10|3|4|3|4|4|5|4|5|4|5|6|8",0,"Sem ou poucos casos",NaN,0,17
"15ª Bda Inf Mtz","2020-07-01",10,318,643,13148,NaN,NaN,Infinity,-52.70053074965,-24.55801220175,0.024186188013386067,0,0,541,"Crescendo 3","495|503|370|392|425|415|463|457|463|466|493|477|546|541",11,"Crescendo 3",NaN,14,0
"8ª Bda Inf Mtz","2020-07-01",19,384,822,15807,NaN,NaN,Infinity,-51.71784407045,-30.653584850999998,0.02429303473144809,0,0,577,"Crescendo 2","372|530|391|407|377|399|463|502|528|556|559|566|578|577",15,"Crescendo 3",NaN,16,17
"3ª Bda C Mec","2020-07-01",0,14,28,688,NaN,NaN,42.062843709529595,-54.61908440495,-30.997590611249997,0.020348837209302327,16.35647852891433,0.3328353189023265,16,"Diminuindo","29|20|24|26|25|25|27|25|25|24|22|21|19|16",0,"Diminuindo",NaN,16,0
"5ª Bda C Bld","2020-07-02",6,90,214,3273,NaN,NaN,Infinity,-50.363856212,-24.88686601825,0.027497708524289642,0,0,108,"Crescendo 2","69|85|90|99|92|91|100|101|97|94|85|95|96|108",3,"Crescendo 3",NaN,16,17
"14ª Bda Inf Mtz","2020-07-02",15,346,1250,27383,NaN,NaN,Infinity,-51.09759413615,-27.65545385525,0.01263557681773363,0,0,914,"Crescendo 3","703|517|573|543|659|802|866|903|912|923|972|974|876|914",10,"Diminuindo",NaN,17,0
"AD/5","2020-07-02",27,288,851,9281,NaN,NaN,1111.74573238519,-48.940353771,-25.2165291457,0.031031138885895915,8.348131888114487,0.2590520400578572,489,"Crescendo 2","320|188|210|235|239|273|276|265|305|315|334|368|408|489",10,"Crescendo 2",NaN,12,16
"6ª Bda Inf Bld","2020-07-02",2,87,46,4673,NaN,NaN,Infinity,-53.664214672499995,-29.6236634728,0.018617590413010913,0,0,55,"Crescendo 3","40|72|73|58|51|47|45|50|54|53|52|56|58|55",2,"Diminuindo",NaN,0,0
"AD/3","2020-07-02",3,106,188,5830,NaN,NaN,Infinity,-52.9869266145,-28.061558283300002,0.01818181818181818,0,0,159,"Crescendo 3","118|126|131|118|117|120|129|134|149|150|154|155|164|159",2,"Diminuindo",NaN,0,0
"1ª Bda C Mec","2020-07-02",3,44,39,1262,NaN,NaN,Infinity,-55.1459490654,-28.37737602875,0.03486529318541997,0,0,50,"Crescendo 3","39|31|32|32|33|34|42|48|49|52|51|55|57|50",1,"Crescendo 3",NaN,14,17
"2ª Bda C Mec","2020-07-02",0,9,7,191,NaN,NaN,9.666138610837022,-56.216524268499995,-29.86198892635,0.04712041884816754,19.75970009222335,0.931085344659739,8,"Diminuindo","10|3|4|3|4|4|5|4|5|4|5|6|8|8",0,"Sem ou poucos casos",NaN,18,18
"15ª Bda Inf Mtz","2020-07-02",12,330,1016,14165,NaN,NaN,Infinity,-52.70053074965,-24.55801220175,0.023296858453935757,0,0,622,"Crescendo 3","503|370|392|425|415|463|457|463|466|493|477|546|541|622",12,"Crescendo 2",NaN,14,18
"8ª Bda Inf Mtz","2020-07-02",19,403,736,16542,NaN,NaN,Infinity,-51.71784407045,-30.653584850999998,0.0243622294764841,0,0,590,"Crescendo 3","530|391|407|377|399|463|502|528|556|559|566|578|577|590",18,"Crescendo 2",NaN,16,17
"3ª Bda C Mec","2020-07-02",0,14,9,697,NaN,NaN,42.42870796100386,-54.61908440495,-30.997590611249997,0.020086083213773313,16.427556564781828,0.32996526815917593,15,"Diminuindo","20|24|26|25|25|27|25|25|24|22|21|19|16|15",0,"Diminuindo",NaN,17,0
"5ª Bda C Bld","2020-07-03",1,91,175,3449,NaN,NaN,Infinity,-50.363856212,-24.88686601825,0.026384459263554653,0,0,121,"Crescendo 3","85|90|99|92|91|100|101|97|94|85|95|96|108|121",2,"Diminuindo",NaN,17,18
"14ª Bda Inf Mtz","2020-07-03",14,360,1640,29022,NaN,NaN,Infinity,-51.09759413615,-27.65545385525,0.012404382881951623,0,0,1011,"Crescendo 2","517|573|543|659|802|866|903|912|923|972|974|876|914|1011",11,"Crescendo 2",NaN,16,0
"AD/5","2020-07-03",12,300,722,10003,NaN,NaN,1149.0561688163941,-48.940353771,-25.2165291457,0.029991002699190243,8.705405594144079,0.2610838426715209,557,"Crescendo 3","188|210|235|239|273|276|265|305|315|334|368|408|489|557",11,"Crescendo 2",NaN,11,17
"6ª Bda Inf Bld","2020-07-03",0,87,92,4765,NaN,NaN,Infinity,-53.664214672499995,-29.6236634728,0.01825813221406086,0,0,57,"Diminuindo","72|73|58|51|47|45|50|54|53|52|56|58|55|57",1,"Diminuindo",NaN,0,0
"AD/3","2020-07-03",3,109,180,6011,NaN,NaN,Infinity,-52.9869266145,-28.061558283300002,0.018133422059557477,0,0,163,"Crescendo 3","126|131|118|117|120|129|134|149|150|154|155|164|159|163",2,"Aproximadamente o mesmo",NaN,0,0
"1ª Bda C Mec","2020-07-03",1,45,66,1328,NaN,NaN,Infinity,-55.1459490654,-28.37737602875,0.0338855421686747,0,0,47,"Crescendo 2","31|32|32|33|34|42|48|49|52|51|55|57|50|47",1,"Aproximadamente o mesmo",NaN,14,18
"2ª Bda C Mec","2020-07-03",0,9,4,194,NaN,NaN,10.002516746354619,-56.216524268499995,-29.86198892635,0.04639175257731959,19.39511874056123,0.8997735498198508,7,"Crescendo 2","3|4|3|4|4|5|4|5|4|5|6|8|8|7",0,"Sem ou poucos casos",NaN,16,19
"15ª Bda Inf Mtz","2020-07-03",8,338,972,15132,NaN,NaN,Infinity,-52.70053074965,-24.55801220175,0.022336769759450172,0,0,683,"Crescendo 2","370|392|425|415|463|457|463|466|493|477|546|541|622|683",11,"Crescendo 3",NaN,14,18
"8ª Bda Inf Mtz","2020-07-03",23,426,818,17361,NaN,NaN,Infinity,-51.71784407045,-30.653584850999998,0.024537757041645066,0,0,605,"Crescendo 2","391|407|377|399|463|502|528|556|559|566|578|577|590|605",17,"Crescendo 2",NaN,16,16
"3ª Bda C Mec","2020-07-03",0,14,15,712,NaN,NaN,43.23144142104446,-54.61908440495,-30.997590611249997,0.019662921348314606,16.469494807392852,0.3238383810442415,14,"Diminuindo","24|26|25|25|27|25|25|24|22|21|19|16|15|14",0,"Diminuindo",NaN,18,0
"5ª Bda C Bld","2020-07-04",6,97,190,3640,NaN,NaN,Infinity,-50.363856212,-24.88686601825,0.026648351648351647,0,0,133,"Crescendo 3","90|99|92|91|100|101|97|94|85|95|96|108|121|133",3,"Diminuindo",NaN,16,19
"14ª Bda Inf Mtz","2020-07-04",6,366,1602,30624,NaN,NaN,Infinity,-51.09759413615,-27.65545385525,0.01195141065830721,0,0,1124,"Crescendo 2","573|543|659|802|866|903|912|923|972|974|876|914|1011|1124",11,"Crescendo 2",NaN,16,0
"AD/5","2020-07-04",19,319,1281,11284,NaN,NaN,1211.9411231092681,-48.940353771,-25.2165291457,0.0282701169797944,9.310683320201719,0.2632141066239231,673,"Crescendo 3","210|235|239|273|276|265|305|315|334|368|408|489|557|673",13,"Crescendo 2",NaN,10,17
"6ª Bda Inf Bld","2020-07-04",0,87,146,4912,NaN,NaN,Infinity,-53.664214672499995,-29.6236634728,0.017711726384364822,0,0,71,"Aproximadamente o mesmo","73|58|51|47|45|50|54|53|52|56|58|55|57|71",1,"Aproximadamente o mesmo",NaN,0,0
"AD/3","2020-07-04",1,110,213,6220,NaN,NaN,Infinity,-52.9869266145,-28.061558283300002,0.017684887459807074,0,0,165,"Crescendo 3","131|118|117|120|129|134|149|150|154|155|164|159|163|165",2,"Aproximadamente o mesmo",NaN,0,0
"1ª Bda C Mec","2020-07-04",0,45,89,1417,NaN,NaN,Infinity,-55.1459490654,-28.37737602875,0.03175723359209598,0,0,54,"Crescendo 2","32|32|33|34|42|48|49|52|51|55|57|50|47|54",1,"Aproximadamente o mesmo",NaN,13,19
"2ª Bda C Mec","2020-07-04",0,9,2,197,NaN,NaN,10.144087702819428,-56.216524268499995,-29.86198892635,0.04568527918781726,19.420179100506612,0.8872163040840585,7,"Crescendo 2","4|3|4|4|5|4|5|4|5|6|8|8|7|7",0,"Sem ou poucos casos",NaN,17,20
"15ª Bda Inf Mtz","2020-07-04",11,348,943,16077,NaN,NaN,Infinity,-52.70053074965,-24.55801220175,0.021645829445792124,0,0,734,"Crescendo 2","392|425|415|463|457|463|466|493|477|546|541|622|683|734",12,"Crescendo 2",NaN,13,19
"8ª Bda Inf Mtz","2020-07-04",23,449,782,18145,NaN,NaN,Infinity,-51.71784407045,-30.653584850999998,0.024745108845411957,0,0,635,"Crescendo 2","407|377|399|463|502|528|556|559|566|578|577|590|605|635",19,"Crescendo 3",NaN,16,16
"3ª Bda C Mec","2020-07-04",1,15,16,728,NaN,NaN,44.10313803179711,-54.61908440495,-30.997590611249997,0.020604395604395604,16.506761933246853,0.34011185302019614,13,"Diminuindo","26|25|25|27|25|25|24|22|21|19|16|15|14|13",0,"Diminuindo",NaN,18,0
"5ª Bda C Bld","2020-07-05",3,99,68,3709,NaN,NaN,Infinity,-50.363856212,-24.88686601825,0.02669183068212456,0,0,133,"Crescendo 3","99|92|91|100|101|97|94|85|95|96|108|121|133|133",3,"Diminuindo",NaN,17,20
"14ª Bda Inf Mtz","2020-07-05",9,375,1007,31632,NaN,NaN,Infinity,-51.09759413615,-27.65545385525,0.011855083459787558,0,0,1191,"Crescendo 2","543|659|802|866|903|912|923|972|974|876|914|1011|1124|1191",11,"Crescendo 3",NaN,16,21
"AD/5","2020-07-05",21,340,525,11809,NaN,NaN,1247.031161883578,-48.940353771,-25.2165291457,0.02879159962740283,9.469691184110506,0.2726475571680559,699,"Crescendo 3","235|239|273|276|265|305|315|334|368|408|489|557|673|699",14,"Crescendo 2",NaN,10,15
"6ª Bda Inf Bld","2020-07-05",1,88,7,4918,NaN,NaN,Infinity,-53.664214672499995,-29.6236634728,0.017893452623017485,0,0,71,"Crescendo 3","58|51|47|45|50|54|53|52|56|58|55|57|71|71",1,"Diminuindo",NaN,0,0
"AD/3","2020-07-05",3,113,76,6297,NaN,NaN,Infinity,-52.9869266145,-28.061558283300002,0.017945053199936476,0,0,170,"Crescendo 3","118|117|120|129|134|149|150|154|155|164|159|163|165|170",2,"Aproximadamente o mesmo",NaN,21,0
"1ª Bda C Mec","2020-07-05",0,45,24,1440,NaN,NaN,Infinity,-55.1459490654,-28.37737602875,0.03125,0,0,54,"Crescendo 2","32|33|34|42|48|49|52|51|55|57|50|47|54|54",1,"Aproximadamente o mesmo",NaN,14,20
"2ª Bda C Mec","2020-07-05",0,9,0,197,NaN,NaN,10.144087702819428,-56.216524268499995,-29.86198892635,0.04568527918781726,19.420179100506612,0.8872163040840585,7,"Crescendo 2","3|4|4|5|4|5|4|5|6|8|8|7|7|7",0,"Sem ou poucos casos",NaN,18,21
"15ª Bda Inf Mtz","2020-07-05",8,357,294,16372,NaN,NaN,Infinity,-52.70053074965,-24.55801220175,0.021805521622281946,0,0,702,"Crescendo 2","425|415|463|457|463|466|493|477|546|541|622|683|734|702",11,"Crescendo 2",NaN,14,19
"8ª Bda Inf Mtz","2020-07-05",8,457,220,18364,NaN,NaN,Infinity,-51.71784407045,-30.653584850999998,0.02488564582879547,0,0,643,"Crescendo 2","377|399|463|502|528|556|559|566|578|577|590|605|635|643",19,"Crescendo 2",NaN,17,17
"3ª Bda C Mec","2020-07-05",0,15,12,739,NaN,NaN,45.53248759539249,-54.61908440495,-30.997590611249997,0.02029769959404601,16.23016968822017,0.32943510869188436,14,"Diminuindo","25|25|27|25|25|24|22|21|19|16|15|14|13|14",0,"Diminuindo",NaN,19,0
"5ª Bda C Bld","2020-07-06",2,101,141,3850,NaN,NaN,Infinity,-50.363856212,-24.88686601825,0.026233766233766234,0,0,149,"Crescendo 2","92|91|100|101|97|94|85|95|96|108|121|133|133|149",3,"Crescendo 3",NaN,17,21
"14ª Bda Inf Mtz","2020-07-06",12,387,845,32480,NaN,NaN,Infinity,-51.09759413615,-27.65545385525,0.011915024630541872,0,0,1216,"Crescendo 2","659|802|866|903|912|923|972|974|876|914|1011|1124|1191|1216",11,"Crescendo 2",NaN,17,21
"AD/5","2020-07-06",13,353,715,12524,NaN,NaN,917.1592268423583,-48.940353771,-25.2165291457,0.028185883104439476,13.655207987296006,0.38488409609673346,746,"Crescendo 3","239|273|276|265|305|315|334|368|408|489|557|673|699|746",15,"Crescendo 2",NaN,10,15
"6ª Bda Inf Bld","2020-07-06",2,90,39,4959,NaN,NaN,Infinity,-53.664214672499995,-29.6236634728,0.018148820326678767,0,0,73,"Crescendo 3","51|47|45|50|54|53|52|56|58|55|57|71|71|73",1,"Diminuindo",NaN,0,0
"AD/3","2020-07-06",1,114,70,6367,NaN,NaN,Infinity,-52.9869266145,-28.061558283300002,0.017904821737081827,0,0,162,"Crescendo 3","117|120|129|134|149|150|154|155|164|159|163|165|170|162",2,"Diminuindo",NaN,22,0
