ibgeID,centroid_long,centroid_lat,lon,lat,populacao
4209102,-48.95136469675674,-26.244196561573403,-48.8486726,-26.3044898,590466
2805406,-37.71136552498425,-9.851369644079378,-37.6827949,-9.8083322,34775
3502804,-50.57459091051055,-21.11374598042269,-50.4390225,-21.207992,197016
3201605,-39.83310573443168,-18.44561264434752,-39.7371844,-18.5841421,31063
2913705,-38.41614396369851,-11.791410558979749,-38.3596957,-11.7921718,39926
2105708,-45.20527547667706,-4.739049590580826,-45.1298628,-4.5627272,50266
2105351,-45.67845052769798,-5.18495154456547,-45.7878573,-5.1421474,16057
3138807,-45.678915623121675,-19.827355693737278,-45.6846736,-19.7871171,18215
2910503,-38.04511594080081,-12.07206508305177,-38.0836985,-11.9423743,41780
5219704,-49.67259206280988,-14.3226153718023,-49.7092915,-14.4361002,8744
1700707,-49.11293869286194,-12.408483449259313,-49.124926,-12.478465,8412
2201705,-43.876359732446275,-7.745399053647809,-43.9540611,-7.6372159,5501
2402006,-37.03798711950793,-6.467723735241742,-37.0971911,-6.4594544,67952
2925956,-39.58334859778331,-12.470220729151883,-39.5020289,-12.3988144,22621
2917201,-41.390025477111294,-13.83707680797497,-41.2981722,-13.815529,18962
5000906,-55.96918370915796,-22.205704727907932,-55.9508227,-22.1892837,8956
3304557,-43.45782517944573,-22.925579944520095,-43.2093727,-22.9110137,6718903
3104007,-46.97218470076904,-19.636393095343262,-46.940241,-19.5928536,106229
2206357,-41.49953729294038,-4.689610748625531,-41.4473767,-4.7023518,6613
2102903,-46.026355935173214,-1.3478064355023514,-46.0205618,-1.2016638,23807
2301109,-37.68680267894046,-4.68039428432117,-37.767894,-4.558259,74547
2303709,-38.80889051843982,-3.7834874609454614,-38.6593082,-3.7300563,361400
1100296,-61.70099385426313,-12.027245821442587,-61.7797356,-11.9064424,6495
2203008,-45.11364909393153,-10.741859286882653,-45.1847405,-10.6525894,8294
3548906,-47.867175580052944,-21.919009896971712,-47.890932,-22.0183367,251983
1716653,-48.916869813664704,-8.379470019654022,-48.9332775,-8.594846,5477
2929255,-41.694066196041526,-11.061896283772965,-41.8768254,-11.2281863,18793
2931350,-39.78685526590115,-17.424078580814683,-39.7458096,-17.5376644,160487
5216304,-50.62380961685669,-18.808470002865082,-50.6536307,-18.9137048,10057
2926301,-39.421369073417736,-11.811065753587892,-39.3816843,-11.8071084,33436
3170438,-50.342906794902085,-19.408496167259052,-50335,-19.5306,4304
1101302,-62.8479752557641,-11.076766835828725,-62.6717012,-11.0321694,10947
